group,actual,predicted,p_churn,confidence,GuestID,PromoCode,Region,AllInclusive,PackageType,Age,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,BookingYear,BookingMonth,BookingDayOfWeek,BookingIsWeekend,DaysSinceFirstBooking,RoomBuilding,RoomNumber,RoomSection,AgeKnown,RoomService_log,Dining_log,Retail_log,Spa_log,Entertainment_log,TotalSpend,TotalSpend_log,SpendCategories,PromoCode_missing,Region_missing,AllInclusive_missing
incorrect,1,0,0.4142979988736988,0.5857020011263012,393402,,Americas,0.0,Wellness,17.0,0.0,8,2,0,0,0,6748,1,51,Mobile,Minor,TV,1,2024,1,4,0,390,F,411.0,P,1,2.1972245773362196,1.0986122886681098,0.0,0.0,0.0,10,2.3978952727983707,2,1,0,0
incorrect,0,1,0.7833705372866238,0.7833705372866238,807091,PromoB,Europe,0.0,Relaxation,33.0,0.0,0,0,0,0,0,7839,3,86,Website,Middle,Email,0,2024,8,5,1,587,B,93.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.3667788611252611,0.6332211388747389,628748,PromoB,AsiaPacific,0.0,Relaxation,30.0,0.0,768,11,2010,0,0,2133,2,96,Phone,Young,Instagram,1,2024,12,4,0,719,E,450.0,S,1,6.645090969505644,2.4849066497880004,7.606387389772652,0.0,0.0,2789,7.933796874815411,3,0,0,0
incorrect,1,0,0.45988371495803826,0.5401162850419617,241724,,Americas,0.0,Adventure,26.0,0.0,595,84,0,0,131,3734,1,312,Website,Young,Email,1,2024,1,5,1,391,G,760.0,S,1,6.39024066706535,4.442651256490317,0.0,0.0,4.882801922586371,810,6.698268054115413,3,1,0,0
incorrect,1,0,0.36594871062143647,0.6340512893785635,547520,PromoA,AsiaPacific,0.0,Relaxation,32.0,0.0,1016,0,307,5,332,8107,5,136,Phone,Middle,Google,1,2024,8,5,1,580,F,942.0,S,1,6.92461239604856,0.0,5.730099782973574,1.791759469228055,5.808142489980444,1660,7.415175109613295,4,0,0,0
incorrect,1,0,0.09835738675689089,0.9016426132431091,257055,,AsiaPacific,0.0,Relaxation,18.0,0.0,556,0,0,852,6,4497,3,360,Phone,Minor,Instagram,1,2024,7,1,0,548,F,206.0,S,1,6.322565239927284,0.0,0.0,6.748759547491679,1.9459101490553132,1414,7.254884810077338,3,1,0,0
incorrect,1,0,0.35413502256973356,0.6458649774302665,744623,,Americas,0.0,Relaxation,23.0,0.0,1639,1218,0,1,0,1413,2,248,Website,Young,Flyer,1,2024,8,1,0,590,F,362.0,P,1,7.402451520818244,7.105786129481271,0.0,0.6931471805599453,0.0,2858,7.958227192322312,3,1,0,0
incorrect,1,0,0.3935154619447517,0.6064845380552484,603467,PromoB,Americas,0.0,Relaxation,48.0,0.0,0,21,0,0,786,5423,3,171,Corporate,Senior,Google,1,2024,2,5,1,412,F,713.0,S,1,0.0,3.091042453358316,0.0,0.0,6.668228248417403,807,6.694562058521095,2,0,0,0
incorrect,0,1,0.5103950555849588,0.5103950555849588,306544,,Americas,0.0,Relaxation,18.0,0.0,13,822,27,0,216,8383,5,354,Phone,Minor,Instagram,0,2024,1,1,0,373,G,1445.0,S,1,2.6390573296152584,6.71295620067707,3.332204510175204,0.0,5.37989735354046,1078,6.983789965258135,4,1,0,0
incorrect,0,1,0.5878386729245603,0.5878386729245603,240627,PromoB,Americas,1.0,Relaxation,31.0,0.0,0,0,0,0,0,6278,1,364,TravelAgent,Middle,Twitter,0,2023,1,0,0,15,G,674.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.3255734680193462,0.6744265319806537,431909,,Americas,0.0,Adventure,,0.0,0,0,0,0,0,3284,1,47,TravelAgent,,Email,1,2023,12,0,0,344,G,1317.0,P,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,1,0,0.2709543822108103,0.7290456177891897,735298,PromoA,Americas,1.0,Relaxation,47.0,0.0,0,0,0,0,0,9804,2,157,Website,Senior,TripAdvisor,1,2024,7,1,0,562,G,360.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,1,0,0.451359989998101,0.548640010001899,758732,,Americas,0.0,Relaxation,,0.0,0,43,693,0,0,7754,4,248,Mobile,Young,TripAdvisor,1,2024,6,2,0,528,F,1063.0,P,0,0.0,3.784189633918261,6.542471960506805,0.0,0.0,736,6.602587892189336,2,1,0,0
incorrect,0,1,0.8745331304831666,0.8745331304831666,328765,,Americas,0.0,Adventure,27.0,0.0,30,0,763,0,57,3272,3,352,Website,Young,Instagram,0,2023,12,5,1,342,G,1038.0,P,1,3.4339872044851463,0.0,6.638567789166521,0.0,4.060443010546419,850,6.7464121285733745,3,1,0,0
incorrect,0,1,0.6138092832824044,0.6138092832824044,482408,,Americas,,Relaxation,11.0,0.0,0,0,0,0,0,5576,2,354,TravelAgent,Minor,TV,0,2024,8,3,0,599,G,1341.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,1
incorrect,0,1,0.8501650722568501,0.8501650722568501,537030,,Americas,1.0,Relaxation,18.0,0.0,0,0,0,0,0,3894,4,314,TravelAgent,Minor,Flyer,0,2024,1,6,1,392,G,1386.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.5391443305617858,0.5391443305617858,164638,,Americas,1.0,Relaxation,3.0,0.0,0,0,0,0,0,920,3,353,Corporate,Minor,Email,0,2023,7,0,0,204,G,442.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
incorrect,0,1,0.6632500771759019,0.6632500771759019,845087,,Americas,0.0,Relaxation,,0.0,26,0,47,3,53,3644,3,42,TravelAgent,Senior,Google,0,2024,1,5,1,391,F,1384.0,P,0,3.295836866004329,0.0,3.871201010907891,1.3862943611198906,3.9889840465642745,129,4.867534450455582,4,1,0,0
incorrect,1,0,0.09384490409504334,0.9061550959049567,468774,PromoB,Americas,0.0,Relaxation,38.0,0.0,1,0,288,0,556,6436,1,338,Website,Middle,Google,1,2024,8,2,0,605,G,461.0,S,1,0.6931471805599453,0.0,5.666426688112432,0.0,6.322565239927284,845,6.740519359606223,3,0,0,0
incorrect,0,1,0.6981115633574337,0.6981115633574337,194786,PromoB,Americas,0.0,Adventure,,0.0,0,0,0,0,0,4373,1,42,Mobile,Senior,Facebook,0,2024,7,2,0,570,F,955.0,P,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
incorrect,0,1,0.6733884976612291,0.6733884976612291,891367,,AsiaPacific,0.0,Relaxation,25.0,0.0,0,0,0,0,0,675,5,178,Website,Young,YouTube,0,2024,3,4,0,432,E,36.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
